課程編號,課程名稱,上課日,開課日期,上/下午,上課時間,課程,每課,費用,會員費用,狀況
KR31099,ESG企業社會責任及可持續發展證書課程,星期四,五,六,11月18日,上午,9:00-5:30,全期5課,3小時48分,7800元,7020元,不接受網上報名
KL31146,上市公司秘書實務入門,星期日,11月21日,上午,9:45-12:45,全期5課,3小時,650元,585元,可接受報名
WK31162,電商KOC內地自媒體營銷培訓技巧班,星期二,10月19日,晚上,7:00-10:00,全期4課,3小時,580元,522元,可接受報名
KK31165B,抖音KOL培訓入門,星期六,12月11日,下午,2:30-5:30,全期1課,3小時,280元,252元,可接受報名
KK31172,談判技巧訓練高級證書,星期二,10月26日,晚上,7:00-10:00,全期6課,3小時,1380元,1242元,可接受報名
KK31203,成功領導人的管理藝術,星期四,10月21日,晚上,7:00-10:00,全期4課,3小時,600元,540元,可接受報名
HC31221,保安員訓練證書課程 (QASRS),星期五,10月22日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
HD31221D,保安員訓練證書課程 (QASRS),星期一,二,11月08日,上午,8:30-6:30,全期2課,8小時,550元,495元,不接受網上報名
HW31221,保安員訓練證書課程 (QASRS),星期一,12月06日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KE31221B,保安員訓練證書課程 (QASRS),星期一,二,10月25日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KF31221,保安員訓練證書課程 (QASRS),星期二,三,11月02日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KI31221,保安員訓練證書課程 (QASRS),星期四,五,11月04日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KT31221C,保安員訓練證書課程 (QASRS),星期二,三,10月26日,上午,8:30-6:30,全期2課,8小時,550元,495元,不接受網上報名
KV31221,保安員訓練證書課程 (QASRS),星期日,01月02日,上午,8:30-6:30,全期2課,8小時,550元,495元,網上名額已滿
HD31221C,保安員訓練證書課程 (QASRS),星期六,日,10月16日,上午,8:30-6:30,全期2課,8小時,550元,495元,不接受網上報名
HO31221,保安員訓練證書課程 (QASRS),星期一,二,12月13日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KA31221,保安員訓練證書課程 (QASRS),星期二,三,11月23日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KE31221C,保安員訓練證書課程 (QASRS),星期一,二,12月13日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KH31221B,保安員訓練證書課程 (QASRS),星期一,二,10月18日,上午,8:30-6:30,全期2課,8小時,550元,495元,不接受網上報名
KK31221,保安員訓練證書課程 (QASRS),星期一,二,10月18日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
KT31221D,保安員訓練證書課程 (QASRS),星期二,三,12月07日,上午,8:30-6:30,全期2課,8小時,550元,495元,不接受網上報名
KW31221,保安員訓練證書課程 (QASRS) *,星期一,二,11月08日,上午,8:30-6:30,全期2課,8小時,550元,495元,課程已取消
KZ31221,保安員訓練證書課程 (QASRS),星期二,三,11月09日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
NH31221B,保安員訓練證書課程 (QASRS),星期四,五,11月25日,上午,8:30-6:30,全期2課,8小時,550元,495元,不接受網上報名
NS31221,保安員訓練證書課程 (QASRS),星期四,五,10月21日,上午,8:30-6:30,全期2課,8小時,550元,495元,網上名額已滿
NW31221,保安員訓練證書課程 (QASRS),星期四,五,11月18日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
LA31225,商業心理學專業培訓證書課程,星期日,11月28日,上午,9:30-5:30,全期4課,7小時,2500元,2250元,可接受報名
KZ31244,SEM & SEO 搜索引擎優化攻略專輯課程,星期二,11月23日,晚上,7:00-10:00,全期4課,3小時,610元,549元,可接受報名
KL31246,日泰韓台採購(批零貨源&品牌授權),星期日,11月14日,下午,2:00-5:00,全期4課,3小時,610元,549元,可接受報名
KY31221,保安員訓練證書課程 (QASRS),星期四,五,10月28日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
LV31221,保安員訓練證書課程 (QASRS),星期四,五,11月25日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
NN31221,保安員訓練證書課程 (QASRS),星期四,五,11月18日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
NV31221,保安員訓練證書課程 (QASRS),星期三,四,12月15日,上午,8:30-6:30,全期2課,8小時,550元,495元,可接受報名
NZ31221,保安員訓練證書課程 (QASRS),星期日,10月31日,上午,8:30-6:30,全期2課,8小時,550元,495元,網上名額已滿
KL31226,管理執行力實務證書,星期日,10月31日,上午,9:30-5:30,全期2課,7小時,1010元,909元,可接受報名
KZ31245,冷鏈貨營初創實戰攻略,星期二,10月26日,晚上,7:00-10:00,全期4課,3小時,610元,549元,可接受報名
KL31247,日泰韓台採購(批零貨源&品牌授權),星期二,五,12月07日,下午,2:00-5:00,全期4課,3小時,650元,585元,可接受報名
LA31264,零售經營證書,星期日,10月17日,上午,9:30-5:30,全期1課,7小時,390元,351元,可接受報名
LV31277,公務員綜合招聘考試備試課程-英文運用,星期日,10月31日,晚上,7:00-10:00,全期3課,3小時,590元,531元,可接受報名
KF31280,懲教主任及二級懲教助理遴選技巧及 *,星期日,11月21日,下午,4:40-7:40,全期5課,3小時,790元,711元,課程已取消
WK31290,Jack Welch 先進管理模式,星期五,10月29日,晚上,7:00-10:00,全期2課,3小時,550元,495元,可接受報名
KK31306,說服、表達和溝通的演說魅力,星期六,10月16日,下午,3:30-6:00,全期1課,2小時30分,200元,180元,可接受報名
KT31313,營商環境中調解及仲裁應用課程,星期二,12月07日,晚上,7:00-10:00,全期2課,3小時,380元,342元,可接受報名
HD31335,變幻市況中的投資分析診斷研習班,星期二,10月26日,晚上,7:00-10:00,全期5課,3小時,720元,648元,可接受報名
LA31260,人力資源管理策略專修證書課程,星期日,10月31日,上午,10:00-5:00,全期4課,6小時,2200元,1980元,可接受報名
KY31271,如何舒緩教育孩子的焦慮,星期一,12月06日,晚上,7:00-10:00,全期2課,3小時,480元,432元,可接受報名
KW31279,香港海關督察及關員遴選技巧及面試,星期日,11月21日,上午,9:30-12:30,全期5課,3小時,950元,855元,可接受報名
LA31286,如何妥善處理他人怒氣,星期日,10月24日,上午,9:30-4:30,全期1課,6小時,350元,315元,可接受報名
KY31298,“時間管理心法”研習坊,星期日,10月24日,下午,3:30-9:30,全期1課,6小時,360元,324元,可接受報名
KT31309,動機式訪談法(Motivational,星期日,11月21日,上午,10:15-1:15,全期4課,3小時,500元,450元,可接受報名
KS31324,公司犯罪與內部控制,星期日,10月24日,下午,2:00-5:00,全期6課,3小時,740元,666元,可接受報名
LV31343,美股投資研習班,星期六,10月23日,上午,11:50-1:20,全期6課,1小時30分,400元,360元,網上名額已滿
KY31357,美股ETF研習速成班,星期二,五,12月14日,晚上,7:00-10:00,全期2課,3小時,390元,351元,網上名額已滿
LV31385,內地房地產市場進階,星期六,12月04日,下午,2:00-5:00,全期3課,3小時,400元,360元,可接受報名
KW31388B,保險中介人考試研習(二)：一般保險,星期日,11月07日,下午,1:30-4:30,全期2課,3小時,340元,306元,可接受報名
HC31394,保險中介人考試研習(五):投資相連長期 *,星期二,10月19日,上午,9:30-4:30,全期1課,6小時,340元,306元,課程已取消
KS31401,商業保險相關法例及索償基礎證書 *,星期五,11月05日,下午,12:30-6:00,全期2課,5小時,650元,585元,課程已取消
KS31404,國際航空貨運運輸保險,星期四,10月28日,下午,12:30-6:00,全期1課,5小時,370元,333元,可接受報名
KS31408,財務策劃(退休策劃II)基礎證書,星期二,10月19日,下午,12:30-6:00,全期2課,5小時,650元,585元,可接受報名
KY31345,如何挑選季度港股、國企、美股之強弱,星期五,10月29日,晚上,7:00-10:00,全期6課,3小時,750元,675元,可接受報名
LV31384,內地房地產投資入門,星期六,11月13日,下午,2:00-5:00,全期3課,3小時,390元,351元,可接受報名
KW31387BQ,保險中介人考試研習(一)：保險原理及,星期日,10月24日,下午,1:30-4:30,全期1課,6小時,340元,306元,可接受報名
KW31389BQ,保險中介人考試研習(三)：長期保險,星期日,11月21日,下午,1:30-4:30,全期1課,6小時,340元,306元,可接受報名
KS31400,強制性保險條例及索償(汽車)基礎證書,星期一,11月01日,下午,12:30-6:00,全期2課,5小時,650元,585元,可接受報名
KS31401BQ,商業保險相關法例及索償基礎證書 *,星期六,10月23日,上午,9:00-8:00,全期2課,5小時,650元,585元,課程已取消
KS31405,中國保險法基礎證書(兼讀制),星期三,11月03日,晚上,7:00-9:45,全期4課,2小時45分,680元,612元,可接受報名
KY31427B,如何申辦資歷架構課程,星期一,12月06日,晚上,7:00-10:00,全期2課,3小時,650元,585元,可接受報名
KH31514,中國房地產實務知識初階,星期日,10月24日,下午,3:00-6:00,全期4課,3小時,500元,450元,可接受報名
KK31516B,內地三線城市屋地使用研習班,星期三,12月15日,晚上,7:00-10:00,全期1課,3小時,300元,270元,可接受報名
WK31562,中國法律(商法)文憑課程,星期日,10月24日,上午,10:00-5:00,全期12課,6小時,4500元,4050元,可接受報名
LV31731,股票投資策略五個成敗關鍵,星期六,10月23日,上午,10:15-11:45,全期6課,1小時30分,400元,360元,可接受報名
KH31742,股票週期分析研習班,星期二,10月26日,晚上,7:00-8:30,全期5課,1小時30分,360元,324元,網上名額已滿
HO31746,伽利蝴蝶圖股市利潤分析班,星期六,10月30日,上午,10:00-1:00,全期2課,3小時,360元,324元,可接受報名
KK31757,價值投資法(尋找優質潛水股),星期四,11月18日,晚上,7:00-10:00,全期4課,3小時,590元,531元,可接受報名
KK31469,國際貨幣發展趨勢及個人投資策略,星期三,12月08日,晚上,7:00-10:00,全期1課,3小時,380元,342元,可接受報名
KH31515,中國房地產實務知識進階,星期日,11月21日,下午,3:00-6:00,全期4課,3小時,520元,468元,可接受報名
WK31541,深圳投資創業知識研討營,星期日,11月21日,上午,10:00-5:00,全期1課,7小時,680元,612元,可接受報名
WK31573,中國貿易及海關實務知識研討營,星期日,12月12日,上午,10:00-5:00,全期1課,7小時,680元,612元,可接受報名
KH31740,破解期指期權方程式入門篇,星期六,10月23日,上午,9:35-11:35,全期5課,2小時,580元,522元,可接受報名
KS31743,專業理財系列:退休理財,星期五,11月19日,晚上,7:00-10:00,全期4課,3小時,350元,315元,可接受報名
HO31755,期權策略班,星期二,10月19日,晚上,7:00-10:00,全期3課,3小時,490元,441元,網上名額已滿
HO31766,期權(股票、指數)投資策略基礎班,星期二,11月09日,晚上,7:00-10:00,全期6課,3小時,740元,666元,可接受報名
HT31777,樓宇市場-物業投資收益模式秘笈,星期六,10月23日,下午,5:40-8:40,全期4課,3小時,660元,594元,可接受報名
KH31779,樓宇市場-買家秘笈,星期五,11月12日,晚上,7:00-10:00,全期4課,3小時,660元,594元,可接受報名
KL31790,樓宇市場-以公司持有物業的法規與稅務,星期日,10月17日,上午,9:30-4:30,全期1課,6小時,350元,315元,可接受報名
HT31798,樓宇市場-單幢樓投資(進階)秘笈,星期一,11月15日,晚上,7:00-10:00,全期2課,3小時,350元,315元,可接受報名
KK31851,破冰之後:令人更喜歡你二十個秘方,星期六,10月16日,晚上,7:00-9:30,全期1課,2小時30分,200元,180元,可接受報名
KV32092,原子筆書寫法進階,星期日,10月24日,下午,5:00-6:30,全期12課,1小時30分,670元,603元,網上名額已滿
KV32103,書法(顏體楷書)初階,星期一,10月18日,下午,2:30-4:00,全期10課,1小時30分,570元,513元,可接受報名
LV31776,地產營業員考試策略課程,星期六,10月23日,晚上,7:00-10:00,全期5課,3小時,950元,855元,可接受報名
HT31778,樓宇市場-尋找健康物業秘笈,星期六,11月20日,下午,5:40-8:40,全期2課,3小時,350元,315元,可接受報名
LV31785,樓宇市場-物業融資秘笈,星期六,11月06日,晚上,7:00-10:00,全期4課,3小時,660元,594元,可接受報名
HT31797,樓宇市場-單幢樓投資秘笈,星期一,11月01日,晚上,7:00-10:00,全期2課,3小時,350元,315元,可接受報名
HT31849,樓宇市場-尋找健康物業進階秘笈,星期六,12月04日,下午,5:40-8:40,全期2課,3小時,350元,315元,可接受報名
WK32080,字詞正謬,星期日,10月24日,上午,10:30-12:00,全期6課,1小時30分,380元,342元,可接受報名
KV32094,書法作品創作課程,星期日,10月24日,下午,1:45-3:15,全期12課,1小時30分,750元,675元,網上名額已滿
KV32106,書法進階,星期日,10月24日,下午,3:20-4:50,全期12課,1小時30分,670元,603元,可接受報名
HR32118B,陶藝拉坯初階,星期三,10月27日,晚上,6:00-8:00,全期6課,2小時,940元,846元,網上名額已滿
HR32118G,陶藝拉坯初階,星期六,10月23日,下午,4:00-6:00,全期6課,2小時,940元,846元,可接受報名
KS32138,青茶(烏龍茶)研討班,星期日,11月14日,下午,2:00-5:00,全期1課,3小時,200元,180元,可接受報名
KV32142,高級攝影 (課程乙),星期一,11月29日,晚上,7:00-8:30,全期10課,1小時30分,670元,603元,網上名額已滿
KI32152,夜景燈飾拍攝實戰班,星期四,11月18日,晚上,8:40-10:10,全期3課,1小時30分,450元,405元,可接受報名
KK32163,蝴蝶攝影技巧證書課程(初級),星期四,10月28日,晚上,7:00-10:00,全期5課,3小時,710元,639元,可接受報名
KI32174,智能手機拍攝與攝影構圖基礎班,星期四,10月21日,晚上,8:40-10:10,全期4課,1小時30分,350元,315元,網上名額已滿
KV32112,書法(行書)初階,星期一,10月18日,下午,4:15-6:15,全期12課,1小時30分,690元,621元,可接受報名
HR32118D,陶藝拉坯初階,星期三,10月27日,晚上,8:15-10:15,全期6課,2小時,940元,846元,網上名額已滿
KH32126,圍棋中班,星期五,10月29日,晚上,6:50-8:20,全期6課,1小時30分,390元,351元,可接受報名
KV32140,初級攝影 *,星期一,10月18日,晚上,7:00-8:30,全期11課,1小時30分,620元,558元,課程已取消
LY32149,專業攝影(魚眼鏡頭)證書課程,星期一,10月18日,晚上,7:00-10:00,全期5課,3小時,760元,684元,可接受報名
KI32160,攝影濾鏡應用班 *,星期六,10月23日,晚上,8:40-10:10,全期5課,1小時30分,640元,576元,課程已取消
KK32173,紀實與街頭攝影證書課程,星期四,12月09日,晚上,7:00-10:00,全期4課,3小時,580元,522元,可接受報名
KL32175,智能手機拍攝與攝影構圖中班,星期二,11月23日,晚上,8:30-10:00,全期5課,1小時30分,510元,459元,可接受報名
KK32178,北極光之旅攝影講座,星期日,11月07日,下午,2:00-5:00,全期1課,3小時,170元,153元,可接受報名
KV32181,室內設計進階,星期五,12月03日,晚上,8:45-10:15,全期12課,1小時30分,710元,639元,網上名額已滿
KR32197A,鑽石鑑定與分級初階,星期一,12月06日,晚上,7:30-9:30,全期3課,2小時,780元,702元,可接受報名
KR32208C,寶石學初階,星期四,11月25日,晚上,7:00-10:00,全期4課,3小時,980元,882元,可接受報名
KR32213B,水晶選購與真假鑑定,星期日,11月21日,上午,10:00-12:00,全期4課,2小時,850元,765元,網上名額已滿
KR32235,玉石晶石車磨製作課程(初階),星期四,11月04日,晚上,7:00-10:00,全期6課,3小時,1400元,1260元,網上名額已滿
KR32240B,翡翠選購與保養,星期四,11月04日,晚上,7:30-9:30,全期3課,2小時,650元,585元,可接受報名
KL32177,智能手機產品攝影班,星期二,10月19日,晚上,8:30-10:00,全期4課,1小時30分,410元,369元,可接受報名
KV32180,室內設計初階,星期五,12月03日,晚上,7:00-8:30,全期12課,1小時30分,690元,621元,網上名額已滿
KV32182,室內設計籌劃及裝修工程全攻略,星期二,11月30日,晚上,7:00-10:00,全期3課,3小時,390元,351元,可接受報名
KR32207B,珠寶鑲嵌基礎證書課程,星期三,11月24日,晚上,7:30-9:30,全期4課,2小時,1500元,1350元,網上名額已滿
KR32208E,寶石學初階,星期六,10月16日,下午,2:30-5:30,全期4課,3小時,980元,882元,可接受報名
